Id,SalePrice
2658,19710917.38
2718,23335615.86
2414,19883515.49
1989,20658902.99
625,21704773.04
333,16471596.01
1327,16915046.61
858,15760594.45
95,23544284.43
1568,20815333.89
2482,21135372.31
1364,17019568.17
2584,20185662.99
818,28890173.43
2673,15212703.79
2089,15612992.04
1297,28721676.43
790,17644191.68
2616,19486629.96
720,19181391.01
222,16121396.34
557,26615153.57
1148,22285358.34
2766,22269330.54
534,23334221.31
1452,17995588.76
630,18088042.19
2648,14950977.14
125,20897337.62
1904,9770818.11
1670,25561951.9
756,22005431.81
717,29239705.43
1032,20006890.09
852,24060748.07
1731,20514842.71
2639,13423653.78
2071,20270660.03
1267,19271183.39
1851,24406140.98
567,22205008.3
2439,19995932.96
1898,24168028.74
647,16442356.35
2256,21796383.96
979,9937662.92
1444,24029867.05
2485,16777008.09
157,16898382.24
88,16950256.2
2003,13392024.89
186,23754510.51
1425,29956243.78
2695,16560305.8
738,17026322.55
395,20000632.91
1353,15216976.15
1878,20951351.82
390,21547938.54
1456,29301640.45
1103,31624368.7
1387,18840198.46
2070,16852844.2
1199,20567332.5
2479,21136100.31
501,28825570.45
2362,9948693.33
1718,24588668.12
2188,9723569.86
1483,19719593.87
2557,21759303.33
437,24852229.21
2224,23218347.07
1628,19245126.92
397,17657719.18
587,20983799.09
2182,30578869.86
971,17566621.79
2611,15968338.25
1887,16554964.54
2399,28894540.96
2148,22208253.19
304,23939213.72
1997,17401486.44
2817,21677698.51
1431,23883129.09
427,42017597.38
263,21012758.84
598,21318575.78
2895,21784214.34
687,22992146.48
1822,15948379.13
2191,18381080.94
179,15260360.59
1009,20846153.53
2010,14894957.32
1991,18281676.67
1411,17264921.33
1721,24519903.0
1144,24454760.94
593,22184417.32
575,24729377.84
1249,22254337.5
1604,16052661.53
1064,28312087.34
1923,17576878.28
1988,9789309.81
2325,19676524.73
114,25513276.65
2700,23151984.11
217,10010758.61
343,22112210.67
386,23571282.47
2005,18565912.95
2908,10165682.76
1814,21873051.66
2446,28732848.66
208,24914155.81
1679,20018351.29
822,29582716.96
6,20859544.21
1781,35221161.63
2397,27449245.68
2340,22030195.62
1618,18963628.0
2843,19718836.01
1061,33145533.43
2786,16534017.12
1935,15351628.43
1341,17774101.49
521,32689794.8
2136,18457099.56
996,20904468.25
227,20910048.93
135,17147940.67
1167,20177148.34
294,17005899.6
1776,23994969.46
540,23312377.03
1717,24588668.12
2303,16034684.92
116,25413587.32
127,15329142.76
1371,14542585.43
1014,21211821.2
1507,9802213.43
702,19064679.58
750,22838288.89
261,16825907.63
1559,14589943.9
577,22405128.34
2812,23057458.26
2080,17455828.67
1368,9691939.72
2376,16515830.97
659,15171127.25
1235,15834627.54
332,9927122.89
1917,17064060.7
2094,29130170.1
1460,30848163.59
1471,21766143.46
1509,15300597.25
1922,15816285.23
433,27714900.15
460,22548184.21
1116,27548844.51
1137,23306495.29
53,20151790.99
2354,22529404.92
1475,20912770.93
1761,28787353.78
842,21048466.4
2739,22026054.58
2509,21080381.98
1007,19432249.73
2610,19974379.67
1952,14586066.51
2719,23479756.83
2921,16469931.02
1966,17318877.09
292,9749933.13
1204,21100126.65
1829,21855605.24
2419,20216908.16
391,20929691.43
798,16164005.0
481,19289170.08
193,16919225.44
555,19044730.02
899,21852248.77
2357,22066197.25
328,15744397.48
1356,15940227.91
1154,16210408.98
1730,19140064.26
2249,20727074.86
1119,30309551.9
2856,15272438.01
1394,16724179.45
2587,25471802.5
61,32142019.5
2661,19542986.02
2711,17579636.31
1147,21657430.03
757,18300471.01
2623,19375207.2
2378,20495388.63
1413,16321587.95
1722,21250419.22
1112,25454344.76
1623,20429398.74
1201,22354347.54
1513,14384710.48
957,21730200.59
1171,21219218.36
1145,21642751.64
2726,21901207.85
703,15295228.83
760,9685201.07
1964,16436540.82
2512,21682202.6
159,23158069.07
1281,20997563.3
468,19276065.72
290,18880216.93
665,22810960.82
1463,27966445.29
1792,23282347.82
923,16922894.05
500,30510346.74
1408,9817621.58
331,9923763.53
170,15134720.98
2192,17955813.69
2571,27874097.87
2314,19426920.46
2647,14630671.42
422,27527248.83
2457,36131675.78
1838,20814267.59
2805,25829918.26
1645,21008924.24
1711,25204794.82
2825,21646908.24
322,27302678.7
2103,30106897.66
342,21334335.91
600,18937565.27
488,20713257.03
1725,24334273.68
2246,21526734.16
2847,15277129.84
806,20770548.01
530,24205861.74
963,23238219.42
2678,15619833.81
171,9619888.58
2401,26435448.29
805,20916527.18
2259,20515176.48
1748,19274186.0
1361,16894747.56
1677,16023783.46
1406,21188484.5
2322,19821883.32
688,21003476.68
143,16611602.06
804,19804647.99
1214,21840760.78
2828,22120942.09
1999,21231716.35
2467,24173505.37
2665,22842722.46
1538,33017697.89
398,23101761.47
2822,18177827.46
2157,19715955.95
1856,23445773.93
1269,19403629.22
2570,16392923.02
2320,28443157.24
1517,18842955.68
2304,10065212.67
1312,16570809.26
2012,19839956.19
506,20770174.0
2865,18002978.21
2367,16005350.29
554,17934981.06
238,23503482.81
1954,15384451.12
2488,22047192.1
2291,16502973.32
1969,16721699.21
2725,23052039.31
1482,19719593.87
2763,24120604.59
503,24914618.89
1584,20860484.75
1531,23384357.33
2210,21120546.34
459,25066981.79
556,21067431.43
1347,22875048.02
1290,15608084.79
1388,9890603.23
1571,22052698.92
2754,25296250.49
765,15769150.58
2494,16960446.54
2870,17732479.67
7,23444802.6
1114,24876354.99
2418,24637770.09
291,9929333.02
18,29325502.3
39,24125162.49
1001,22206309.17
2442,19963895.62
616,17879537.31
2680,9753745.57
1414,18349977.68
289,16744972.71
40,30063108.63
860,23672133.29
409,20034601.36
673,27147091.74
2427,20214672.0
2036,16700356.38
2564,15185366.62
642,21319325.82
1008,19597300.46
1908,19057888.67
2519,21067073.41
1369,22763939.66
2855,14638812.93
712,16229824.29
1943,9528453.73
1958,15334071.18
107,21031621.28
2295,25358164.5
704,9620805.96
676,16415087.87
259,22071428.6
93,26415639.97
106,23658326.08
2315,20224898.3
1050,15958167.76
1095,19020972.7
2709,22033868.67
758,9633965.68
1496,20030578.68
2370,16017951.34
2458,21669107.53
2733,21384032.64
161,22886167.48
726,24260318.1
845,25356514.72
947,24809067.07
2232,9680796.64
2563,15264790.41
2299,20088475.75
211,13766100.58
605,30245508.51
1478,21243807.97
2247,22509377.74
2274,32689192.14
2869,24253541.55
967,21269199.16
2656,14912986.73
667,30782400.67
1042,18010641.98
2023,21566646.4
2447,27936163.86
2055,15411945.62
2275,26481008.27
2204,14616794.36
1563,21195620.86
483,24494586.64
796,16119368.28
1526,16706002.81
2042,16691861.11
442,29661076.24
1693,25534435.5
1468,21370331.79
1430,19954738.54
2605,21491388.77
1529,13827512.66
335,17068425.65
1287,18968469.75
31,17291174.55
1785,28193624.67
82,20892200.35
2620,23480855.33
252,27093033.71
721,9601969.28
2165,20159834.69
2316,19553664.53
775,23167911.86
1558,38268566.76
17,21296999.81
1022,22653949.15
925,13936537.25
438,30968045.88
1270,19146641.06
1272,16747895.44
215,19913832.2
266,24170422.65
2402,27010774.5
1250,29021666.8
1984,25170623.63
1279,20831955.53
377,20140568.73
1252,16723339.91
2156,22866245.78
499,25669171.97
1374,16961332.63
2898,25931212.03
401,23097919.41
2721,20978324.42
2078,21952291.29
2589,16733676.21
1946,37191329.17
1334,14124745.82
2781,29429633.31
431,30841078.94
576,21072117.09
1474,22688792.62
2254,18189652.13
2155,26234841.04
885,21664495.67
643,16666842.9
1944,22977853.12
480,20065083.01
2845,15885156.42
2387,29707474.86
2407,21009268.91
2527,27703754.86
2514,21431156.82
629,23136234.48
80,20537793.95
1876,17225589.96
1546,15256642.02
2518,22483008.53
2347,23311552.49
783,20287864.21
1322,18800018.31
194,14251487.38
1770,29243004.42
2143,23114027.78
1229,21209210.36
511,29512433.56
46,21261915.88
1348,20454930.22
2465,24190145.92
387,23052585.19
873,21831401.12
1918,16923796.81
2764,21656182.38
2184,18834357.8
934,20538932.92
1920,16933959.39
2631,20291987.61
1768,29307828.04
2040,19717953.24
1749,20074514.95
834,22108247.52
1457,23203358.61
79,16036859.72
2302,16038526.97
1817,21528224.07
2755,29974498.28
359,19431586.28
2059,15971750.08
2092,27137061.93
2516,23045608.52
150,17099638.7
1656,20528999.47
83,19466144.4
2411,19240124.56
795,16452227.53
2312,24815226.78
2917,9913124.12
1624,19683978.48
2215,18482942.89
1211,18702203.9
1485,19730730.84
1024,20587020.85
570,24831133.96
2874,21271553.43
700,19447113.15
2756,25594697.99
2022,19020117.26
583,21069158.85
2392,27047848.32
2424,19262298.34
212,9669344.95
736,14634203.82
1610,22079606.02
890,22340610.14
467,19069379.51
578,22009287.31
1747,20114360.97
1149,22195964.3
2758,21519753.29
857,17680747.43
2219,19836323.18
733,14029886.64
2909,17626839.96
1798,33597041.72
235,20766028.71
2366,20042672.02
1027,21006904.21
1195,23078325.8
1303,16553141.63
148,20000114.11
608,21833305.81
2515,20000893.73
821,29889376.47
2500,20697869.31
745,15734358.11
741,22918578.75
1611,16148658.64
2532,18714209.07
1081,24888985.74
1692,34026093.3
2520,21056827.84
276,9899947.04
1992,15410548.53
663,9745433.19
418,17857065.36
1733,18142532.8
2359,20557119.86
253,24248143.27
1518,15278605.23
2035,22193363.36
2919,9927122.89
1540,21422165.68
2120,27156925.89
1674,21813221.59
256,20025545.42
2361,16339931.88
978,16446208.45
2280,20591653.21
2095,23228124.91
1709,30144658.77
2801,23457600.43
1246,15315160.23
2373,16538912.04
1055,30902728.99
2017,18365466.56
1099,22039914.51
1344,13519964.55
835,22244224.7
1117,22868411.2
2043,9714329.47
2085,16073127.83
410,20045370.85
2650,19720487.05
2867,18083967.94
1668,16350241.35
1161,24407929.87
2122,22010845.48
2539,22935845.62
1047,20036474.17
1445,17011246.02
541,10153330.04
569,23045755.25
1276,21907222.65
918,14568294.08
326,25817376.38
1936,15628383.84
895,17193454.41
257,23327627.51
1241,19995959.02
